[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-17T13:51:28.355270] SDOW | automated_short_order | SMA111 | ICKY WOODS (888) | 10M | critical | SDOW AUTO SHORT SMA111 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 111 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.401330] SDOW | automated_short_order | SMA108 | Regression (432) | 10M | critical | SDOW AUTO SHORT SMA108 [Regression (432)] 10M | AUTO SHORT — SMA 108 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.415564] SDOW | singular_point_hard_stop | SMA90 | 180 | 10M | critical | SDOW HARD STOP SMA90 [180] 10M | HARD STOP — SMA 90 at 34.04 | Breach above $-0.01 | Close 34.03, High 34.05 | STATE: aso→sphs_aso | TF: 10M
[2026-03-17T13:51:28.430732] SDOW | automated_short_order | SMA91 | Time (365) | 10M | critical | SDOW AUTO SHORT SMA91 [Time (365)] 10M | AUTO SHORT — SMA 91 at 34.04 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.05 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.446263] SDOW | automated_short_order | SMA92 | Time (366) | 10M | critical | SDOW AUTO SHORT SMA92 [Time (366)] 10M | AUTO SHORT — SMA 92 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.509848] SDOW | automated_short_order | SMA94 | President 47 | 10M | critical | SDOW AUTO SHORT SMA94 [President 47] 10M | AUTO SHORT — SMA 94 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.539643] SDOW | automated_short_order | SMA106 | SVIX (211) | 10M | critical | SDOW AUTO SHORT SMA106 [SVIX (211)] 10M | AUTO SHORT — SMA 106 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:28.562394] SDOW | automated_short_order | SMA101 | Resource Missing (404) | 10M | critical | SDOW AUTO SHORT SMA101 [Resource Missing (404)] 10M | AUTO SHORT — SMA 101 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:29.651814] SDOW | automated_short_order | SMA50 | S&P 500 System | 15M | critical | SDOW AUTO SHORT SMA50 [S&P 500 System] 15M | AUTO SHORT — SMA 50 at 34.04 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.05 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.669055] SDOW | automated_short_order | SMA60 | Dow Jones System | 15M | critical | SDOW AUTO SHORT SMA60 [Dow Jones System] 15M | AUTO SHORT — SMA 60 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.727914] SDOW | automated_short_order | SMA55 | LUCKY (777) | 15M | critical | SDOW AUTO SHORT SMA55 [LUCKY (777)] 15M | AUTO SHORT — SMA 55 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.767309] SDOW | automated_short_order | SMA54 | Regression (432) | 15M | critical | SDOW AUTO SHORT SMA54 [Regression (432)] 15M | AUTO SHORT — SMA 54 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.861162] SDOW | automated_short_order | SMA57 | President 45 | 15M | critical | SDOW AUTO SHORT SMA57 [President 45] 15M | AUTO SHORT — SMA 57 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.932963] SDOW | automated_short_order | SMA52 | SVIX (211) | 15M | critical | SDOW AUTO SHORT SMA52 [SVIX (211)] 15M | AUTO SHORT — SMA 52 at 34.04 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.05 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:29.947066] SDOW | automated_short_order | SMA51 | Resource Missing (404) | 15M | critical | SDOW AUTO SHORT SMA51 [Resource Missing (404)] 15M | AUTO SHORT — SMA 51 at 34.04 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.05 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:51:32.277738] SDOW | automated_short_order | SMA23 | Time (365) | 30M | critical | SDOW AUTO SHORT SMA23 [Time (365)] 30M | AUTO SHORT — SMA 23 at 34.04 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.05 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:51:32.292051] SDOW | singular_point_hard_stop | SMA23 | Time (366) | 30M | critical | SDOW HARD STOP SMA23 [Time (366)] 30M | HARD STOP — SMA 23 at 34.04 | Breach above $-0.01 | Close 34.03, High 34.05 | STATE: aso→sphs_aso | TF: 30M
[2026-03-17T13:51:32.356519] SDOW | automated_short_order | SMA24 | President 47 | 30M | critical | SDOW AUTO SHORT SMA24 [President 47] 30M | AUTO SHORT — SMA 24 at 34.05 | OHLC4 34.04 (current bar) | Close 34.03 | Hard stop: 34.06 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:51:37.369359] DDM | automated_short_order | SMA548 | Waring's Problem | 1M | critical | DDM AUTO SHORT SMA548 [Waring's Problem] 1M | AUTO SHORT — SMA 548 at 53.96 | OHLC4 53.95 (current bar) | Close 53.95 | Hard stop: 53.97 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T13:51:53.193320] DXD | automated_short_order | SMA736 | President 46 | 1M | critical | DXD AUTO SHORT SMA736 [President 46] 1M | AUTO SHORT — SMA 736 at 21.49 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.50 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T13:51:55.811579] DXD | automated_short_order | SMA777 | LUCKY (777) | 3M | critical | DXD AUTO SHORT SMA777 [LUCKY (777)] 3M | AUTO SHORT — SMA 777 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:51:58.612342] DXD | automated_short_order | SMA91 | Time (365) | 10M | critical | DXD AUTO SHORT SMA91 [Time (365)] 10M | AUTO SHORT — SMA 91 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:58.630419] DXD | automated_short_order | SMA92 | Time (366) | 10M | critical | DXD AUTO SHORT SMA92 [Time (366)] 10M | AUTO SHORT — SMA 92 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:58.697986] DXD | automated_short_order | SMA94 | President 47 | 10M | critical | DXD AUTO SHORT SMA94 [President 47] 10M | AUTO SHORT — SMA 94 at 21.49 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.50 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:51:59.824553] DXD | automated_short_order | SMA66 | EVIL (666) | 15M | critical | DXD AUTO SHORT SMA66 [EVIL (666)] 15M | AUTO SHORT — SMA 66 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:52:00.122059] DXD | automated_short_order | SMA211 | SVIX (211) | 15M | critical | DXD AUTO SHORT SMA211 [SVIX (211)] 15M | AUTO SHORT — SMA 211 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:52:02.178456] DXD | automated_short_order | SMA30 | Dow Jones System | 30M | critical | DXD AUTO SHORT SMA30 [Dow Jones System] 30M | AUTO SHORT — SMA 30 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:02.197535] DXD | automated_short_order | SMA33 | EVIL (666) | 30M | critical | DXD AUTO SHORT SMA33 [EVIL (666)] 30M | AUTO SHORT — SMA 33 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:02.270924] DXD | automated_short_order | SMA37 | Waring's Problem | 30M | critical | DXD AUTO SHORT SMA37 [Waring's Problem] 30M | AUTO SHORT — SMA 37 at 21.49 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.50 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:02.311273] DXD | singular_point_hard_stop | SMA30 | 180 | 30M | critical | DXD HARD STOP SMA30 [180] 30M | HARD STOP — SMA 30 at 21.48 | Breach above $-0.00 | Close 21.48, High 21.49 | STATE: aso→sphs_aso | TF: 30M
[2026-03-17T13:52:02.376058] DXD | automated_short_order | SMA36 | Time (144) | 30M | critical | DXD AUTO SHORT SMA36 [Time (144)] 30M | AUTO SHORT — SMA 36 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:02.390540] DXD | automated_short_order | SMA29 | President 45 | 30M | critical | DXD AUTO SHORT SMA29 [President 45] 30M | AUTO SHORT — SMA 29 at 21.48 | OHLC4 21.48 (current bar) | Close 21.48 | Hard stop: 21.49 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:12.091577] DOG | automated_short_order | SMA730 | Time (365) | 3M | critical | DOG AUTO SHORT SMA730 [Time (365)] 3M | AUTO SHORT — SMA 730 at 24.15 | OHLC4 24.15 (prev bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:52:12.111303] DOG | automated_short_order | SMA732 | Time (366) | 3M | critical | DOG AUTO SHORT SMA732 [Time (366)] 3M | AUTO SHORT — SMA 732 at 24.15 | OHLC4 24.15 (prev bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:52:12.170177] DOG | automated_short_order | SMA736 | President 46 | 3M | critical | DOG AUTO SHORT SMA736 [President 46] 3M | AUTO SHORT — SMA 736 at 24.15 | OHLC4 24.15 (prev bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:52:14.496198] DOG | automated_short_order | SMA90 | Dow Jones System | 10M | critical | DOG AUTO SHORT SMA90 [Dow Jones System] 10M | AUTO SHORT — SMA 90 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:52:14.617569] DOG | automated_short_order | SMA91 | Time (365) | 10M | critical | DOG AUTO SHORT SMA91 [Time (365)] 10M | AUTO SHORT — SMA 91 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:52:14.635552] DOG | automated_short_order | SMA92 | Time (366) | 10M | critical | DOG AUTO SHORT SMA92 [Time (366)] 10M | AUTO SHORT — SMA 92 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:52:14.705433] DOG | automated_short_order | SMA94 | President 47 | 10M | critical | DOG AUTO SHORT SMA94 [President 47] 10M | AUTO SHORT — SMA 94 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T13:52:15.799453] DOG | automated_short_order | SMA66 | EVIL (666) | 15M | critical | DOG AUTO SHORT SMA66 [EVIL (666)] 15M | AUTO SHORT — SMA 66 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:52:16.091244] DOG | automated_short_order | SMA202 | Resource Missing (404) | 15M | critical | DOG AUTO SHORT SMA202 [Resource Missing (404)] 15M | AUTO SHORT — SMA 202 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 15M
[2026-03-17T13:52:18.143195] DOG | automated_short_order | SMA30 | Dow Jones System | 30M | critical | DOG AUTO SHORT SMA30 [Dow Jones System] 30M | AUTO SHORT — SMA 30 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.160603] DOG | automated_short_order | SMA33 | EVIL (666) | 30M | critical | DOG AUTO SHORT SMA33 [EVIL (666)] 30M | AUTO SHORT — SMA 33 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.223138] DOG | automated_short_order | SMA37 | Waring's Problem | 30M | critical | DOG AUTO SHORT SMA37 [Waring's Problem] 30M | AUTO SHORT — SMA 37 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.241000] DOG | automated_short_order | SMA27 | Regression (432) | 30M | critical | DOG AUTO SHORT SMA27 [Regression (432)] 30M | AUTO SHORT — SMA 27 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.320778] DOG | automated_short_order | SMA36 | Time (144) | 30M | critical | DOG AUTO SHORT SMA36 [Time (144)] 30M | AUTO SHORT — SMA 36 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.343447] DOG | automated_short_order | SMA29 | President 45 | 30M | critical | DOG AUTO SHORT SMA29 [President 45] 30M | AUTO SHORT — SMA 29 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:18.398746] DOG | automated_short_order | SMA28 | WTC (911) | 30M | critical | DOG AUTO SHORT SMA28 [WTC (911)] 30M | AUTO SHORT — SMA 28 at 24.15 | OHLC4 24.15 (current bar) | Close 24.15 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T13:52:46.188256] UWM | optimized_buying_algorithm | SMA180 | 180 | 30M | high | UWM MAGNETIZED BUY SMA180 [180] 30M | MAGNETIZED BUY — SMA 180 at 47.67 | 3 penny + 3 near touches across 5/10 bars | 2.5x expected | Capitular low: 47.39 | HIGH VOL | TF: 30M
[2026-03-17T13:52:52.938660] TNA | precision_buy_algorithm | SMA94 | President 47 | 2M | critical | TNA PRECISION BUY SMA94 [President 47] 2M | PRECISION BUY — SMA 94 at 45.81 | OHLC4 45.81 (prev bar) | Close 45.84 | Hard stop: 45.80 | Drawdown 1.1% from 46.31 | TF: 2M
[2026-03-17T13:53:20.065340] VIX | precision_buy_algorithm | SMA55 | LUCKY (777) | 1M | critical | VIX PRECISION BUY SMA55 [LUCKY (777)] 1M | PRECISION BUY — SMA 55 at 22.30 | OHLC4 22.30 (current bar) | Close 22.30 | Hard stop: 22.29 | Drawdown 1.0% from 22.53 | TF: 1M
[2026-03-17T13:55:50.342361] UPRO | optimized_buying_algorithm | SMA25 | Resource Missing (404) | 15M | high | UPRO MAGNETIZED BUY SMA25 [Resource Missing (404)] 15M | MAGNETIZED BUY — SMA 25 at 107.41 | 3 penny + 1 near touches across 4/10 bars | 2.7x expected | Capitular low: 106.88 | HIGH VOL | TF: 15M
[2026-03-17T13:56:07.372947] SPXU | optimized_buying_algorithm | SMA180 | 180 | 30M | high | SPXU MAGNETIZED BUY SMA180 [180] 30M | MAGNETIZED BUY — SMA 180 at 52.82 | 3 penny + 1 near touches across 4/10 bars | 2.4x expected | Capitular low: 52.11 | HIGH VOL | TF: 30M
[2026-03-17T13:56:50.500758] SDS | optimized_buying_algorithm | SMA188 | President 47 | 30M | high | SDS MAGNETIZED BUY SMA188 [President 47] 30M | MAGNETIZED BUY — SMA 188 at 71.50 | 4 penny + 2 near touches across 5/10 bars | 2.8x expected | Capitular low: 70.96 | HIGH VOL | TF: 30M
[2026-03-17T13:59:08.462229] UDOW | automated_short_order | SMA143 | Waring's Problem | 5M | critical | UDOW AUTO SHORT SMA143 [Waring's Problem] 5M | AUTO SHORT — SMA 143 at 53.12 | OHLC4 53.12 (current bar) | Close 53.12 | Hard stop: 53.13 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-17T13:59:08.562151] UDOW | automated_short_order | SMA144 | Time (144) | 5M | critical | UDOW AUTO SHORT SMA144 [Time (144)] 5M | AUTO SHORT — SMA 144 at 53.12 | OHLC4 53.12 (current bar) | Close 53.12 | Hard stop: 53.13 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-17T13:59:17.329351] SDOW | automated_short_order | SMA10 | S&P 500 System | 1M | critical | SDOW AUTO SHORT SMA10 [S&P 500 System] 1M | AUTO SHORT — SMA 10 at 34.01 | OHLC4 34.00 (prev bar) | Close 34.00 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T13:59:17.377394] SDOW | automated_short_order | SMA11 | ICKY WOODS (888) | 1M | critical | SDOW AUTO SHORT SMA11 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 11 at 34.01 | OHLC4 34.00 (prev bar) | Close 34.00 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T13:59:18.764505] SDOW | automated_short_order | SMA444 | ICKY WOODS (888) | 2M | critical | SDOW AUTO SHORT SMA444 [ICKY WOODS (888)] 2M | AUTO SHORT — SMA 444 at 34.00 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.01 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T13:59:18.926133] SDOW | automated_short_order | SMA455 | President 45 | 2M | critical | SDOW AUTO SHORT SMA455 [President 45] 2M | AUTO SHORT — SMA 455 at 34.01 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T13:59:18.977058] SDOW | automated_short_order | SMA456 | WTC (911) | 2M | critical | SDOW AUTO SHORT SMA456 [WTC (911)] 2M | AUTO SHORT — SMA 456 at 34.01 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T13:59:18.993130] SDOW | automated_short_order | SMA422 | SVIX (211) | 2M | critical | SDOW AUTO SHORT SMA422 [SVIX (211)] 2M | AUTO SHORT — SMA 422 at 34.00 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.01 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T13:59:19.010683] SDOW | automated_short_order | SMA404 | Resource Missing (404) | 2M | critical | SDOW AUTO SHORT SMA404 [Resource Missing (404)] 2M | AUTO SHORT — SMA 404 at 34.00 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.01 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T13:59:20.045592] SDOW | automated_short_order | SMA250 | NASDAQ System | 3M | critical | SDOW AUTO SHORT SMA250 [NASDAQ System] 3M | AUTO SHORT — SMA 250 at 34.00 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.01 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:20.057792] SDOW | automated_short_order | SMA300 | Dow Jones System | 3M | critical | SDOW AUTO SHORT SMA300 [Dow Jones System] 3M | AUTO SHORT — SMA 300 at 34.01 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:20.148482] SDOW | automated_short_order | SMA279 | Waring's Problem | 3M | critical | SDOW AUTO SHORT SMA279 [Waring's Problem] 3M | AUTO SHORT — SMA 279 at 34.01 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:20.236258] SDOW | automated_short_order | SMA288 | Time (144) | 3M | critical | SDOW AUTO SHORT SMA288 [Time (144)] 3M | AUTO SHORT — SMA 288 at 34.01 | OHLC4 34.00 (current bar) | Close 33.99 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.250962] DDM | automated_short_order | SMA666 | EVIL (666) | 3M | critical | DDM AUTO SHORT SMA666 [EVIL (666)] 3M | AUTO SHORT — SMA 666 at 54.01 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.297409] DDM | automated_short_order | SMA222 | LUCKY (777) | 3M | critical | DDM AUTO SHORT SMA222 [LUCKY (777)] 3M | AUTO SHORT — SMA 222 at 54.01 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.344706] DDM | automated_short_order | SMA216 | Regression (432) | 3M | critical | DDM AUTO SHORT SMA216 [Regression (432)] 3M | AUTO SHORT — SMA 216 at 54.00 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.01 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.439231] DDM | automated_short_order | SMA227 | President 45 | 3M | critical | DDM AUTO SHORT SMA227 [President 45] 3M | AUTO SHORT — SMA 227 at 54.01 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.486336] DDM | automated_short_order | SMA228 | WTC (911) | 3M | critical | DDM AUTO SHORT SMA228 [WTC (911)] 3M | AUTO SHORT — SMA 228 at 54.01 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:33.500083] DDM | automated_short_order | SMA211 | SVIX (211) | 3M | critical | DDM AUTO SHORT SMA211 [SVIX (211)] 3M | AUTO SHORT — SMA 211 at 54.01 | OHLC4 54.00 (current bar) | Close 54.00 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T13:59:34.610078] DDM | automated_short_order | SMA143 | Waring's Problem | 5M | critical | DDM AUTO SHORT SMA143 [Waring's Problem] 5M | AUTO SHORT — SMA 143 at 54.00 | OHLC4 53.99 (current bar) | Close 54.00 | Hard stop: 54.01 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-17T14:00:06.820211] DOG | automated_short_order | SMA90 | Dow Jones System | 10M | critical | DOG AUTO SHORT SMA90 [Dow Jones System] 10M | AUTO SHORT — SMA 90 at 24.15 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T14:00:06.834527] DOG | automated_short_order | SMA66 | EVIL (666) | 10M | critical | DOG AUTO SHORT SMA66 [EVIL (666)] 10M | AUTO SHORT — SMA 66 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T14:00:06.854584] DOG | automated_short_order | SMA88 | ICKY WOODS (888) | 10M | critical | DOG AUTO SHORT SMA88 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 88 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-17T14:00:06.872259] DOG | automated_short_order | SMA77 | LUCKY (777) | 10M | critical | DOG AUTO SHORT SMA77 [LUCKY (777)] 10M | AUTO SHORT — SMA 77 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 10M
